"article","link","contributors","about","year","cited","addonlinks","year"
"A Comparative Study of Graph Kernels and Clustering Algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:f2IySw72cVMC","R Bhattacharya, NK Nagwani, S Tripathi","International Journal of Multimedia Data Engineering and Management (IJMDEM …",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Identification of duplicate bug reports in software bug repositories: a systematic review, challenges, and future scope","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:pyW8ca7W8N0C","NK Nagwani","Data Deduplication Approaches, 183-201",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Weighted Dissemination of Bundles in Probabilistic Spray and Wait Routing Protocol","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:u_35RYKgDlwC","D Sharma, S Kumar, NK Nagwani","Advances in Data and Information Sciences: Proceedings of ICDIS 2019, 3-11",", 2020","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2020"
"Neuro-Fuzzy Approach for Reconstruction of 3-D Spine Model Using 2-D Spine Images and Human Anatomy","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:rO6llkc54NcC","NK Nagwani","Next Generation Computing Technologies on Computational Intelligence: 4th …",", 2019","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2019"
"Applying Auto-Regressive Model’s Yule-Walker Approach to Amyotrophic Lateral Sclerosis (ALS) patients’ Data","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:HoB7MX3m0LUC","M Sahu, S Vishwal, S Usha Srivalli, NK Nagwani, S Verma, S Shukla","Current Medical Imaging 15 (8), 749-760",", 2019","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2019"
"Extracting and Summarizing the Commonly Faced Security Issues from Community Question Answering Site","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:g5m5HwL7SMYC","AK Singh, NK Nagwani, S Pandey","International Journal of Information Security and Privacy (IJISP) 13 (3), 48-59",", 2019","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2019"
"Comparative Study of Forecasting Model for Price Prediction of Rice","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:M05iB0D1s5AC","K Verma, NK Nagwani, S Verma","Ambient Communications and Computer Systems: RACCCS-2018, 195-207",", 2019","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2019"
"Utilizing Clustering Techniques for Improving the Boxplots","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:GnPB-g6toBAC","K Patil, NK Nagwani, S Tripathi","Communication, Networks and Computing: First International Conference, CNC …",", 2019","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2019"
"Analysis of Electroencephalography (EEG) Signals using Visualization Techniques","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:isC4tDSrTZIC","M Sahu, NK Nagwani, S Verma, K Gupta","Indian Journal of Science and Technology 9, 48",", 2016","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2016"
"Finding Non Dominant Electrodes Placed in Electroencephalography (EEG) for Eye State Classification using Rule Mining","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:4JMBOYKVnBMC","M Sahu, NK Nagwani","International Journal of Advanced Computer Science and Applications 7 (7)",", 2016","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2016"
"Study and Analysis of Electrocardiography Signals for Computation of R Peak Value for Sleep Apnea Patient","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:ZeXyd9-uunAC","M Sahu, S Shirke, G Pathak, P Agarwal, R Gupta, V Sodhi, NK Nagwani, ...","Proceedings of the Second International Conference on Computer and …",", 2016","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2016"
"Adopting E-learning and social networking in medical education","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:SP6oXDckpogC","N Naresh Kumar, B Dhiraj","","","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2014"
"Visualizing the Bug Distribution Information Available in Software Bug Repositories","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:4TOpqqG69KYC","NK Nagwani, S Verma","Data Mining and Analysis in the Engineering Field, 48-66",", 2014","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2014"
"Naresh Kumar Nagwani","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:eMMeJKvmdy0C","S Verma","","","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2011"
"Sanjay Chakraborty Prof. NK Nagwani","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:sSrBHYA8nusC","L Dey","","","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2011"
"BugML: Software Bug Markup Language","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:0EnyYjriUFMC","NK Nagwani, S Verma","International Journal of Computer Applications 975, 8887",", 2011","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2011"
"An Efficient Hybrid Textual Similarity Technique for Analyzing COVID-19 Dataset","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:kRWSkSYxWN8C","S Gupta, A Sharaff, NK Nagwani","MLWA-D-22-00191",", 0","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao",""
"LopamudraDey. Performance Comparison of Incremental K-means and Incremental DBSCAN Algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:5Ul4iDaHHb8C","S Chakraborty, NK Nagwani","International Journal of Computer Applications, 0975-8887",", 0","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao",""
"Recovery of loss of packet in network using constant packet reordering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:8k81kl-MbHgC","SK Gonnade, NK Nagwani","","","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao",""
